暑,③ショ③あつい,,
署,⑥ショ,,
緒,,○ショ○チョ○お,
諸,⑥ショ,,
女,①ジョ①おんな,○ニョ○め,◎ニョウ
如,,○ジョ,◎ニョ
助,③ジョ③たすける③たすかる,○すけ,
序,⑤ジョ,,
叙,,○ジョ,
徐,,○ジョ,
除,⑥ジョ⑥のぞく,○ジ,
小,①ショウ①ちいさい①こ①お,,
升,,○ショウ○ます,
少,②ショウ②すくない②すこし,,
召,,○ショウ○めす,
匠,,○ショウ,
床,,○ショウ○とこ○ゆか,
抄,,○ショウ,
肖,,○ショウ,
尚,,○ショウ,
招,⑤ショウ⑤まねく,,
承,⑥ショウ,○うけたまわる,
昇,,○ショウ○のぼる,
松,④ショウ④まつ,,
沼,,○ぬま,◎ショウ
昭,③ショウ,,
宵,,○よい,◎ショウ
将,⑥ショウ,,
消,③ショウ③きえる③けす,,
症,,○ショウ,
祥,,○ショウ,
称,,○ショウ,
笑,④わらう,○ショウ○えむ,
唱,④ショウ④となえる,,
商,③ショウ,○あきなう,
渉,,○ショウ,
章,③ショウ,,
紹,,○ショウ,
訟,,○ショウ,
勝,③ショウ③かつ,○まさる,
掌,,○ショウ,
晶,,○ショウ,
焼,④やく④やける,○ショウ,
焦,,○ショウ○こげる○こがす○こがれる,◎あせる
硝,,○ショウ,
粧,,○ショウ,
詔,,○ショウ,◎みことのり
証,⑤ショウ,,
象,⑤ショウ⑤ゾウ,,
傷,⑥ショウ⑥きず,○いたむ○いためる,
奨,,○ショウ,
照,④ショウ④てる④てらす④てれる,,
詳,,○ショウ○くわしい,
彰,,○ショウ,
障,⑥ショウ,,◎さわる
憧,,○ショウ○あこがれる,
衝,,○ショウ,
賞,④ショウ,,
償,,○ショウ○つぐなう,
礁,,○ショウ,
鐘,,○ショウ○かね,
上,①ジョウ①うえ①うわ①かみ①あげる①あがる①のぼる,○のぼせる○のぼす,◎ショウ
丈,,○ジョウ○たけ,
冗,,○ジョウ,
条,⑤ジョウ,,
状,⑤ジョウ,,
乗,③ジョウ③のる③のせる,,
城,④ジョウ④しろ,,
浄,,○ジョウ,
剰,,○ジョウ,
常,⑤ジョウ⑤つね,,◎とこ
情,⑤ジョウ⑤なさけ,,◎セイ
場,②ジョウ②ば,,
畳,,○ジョウ○たたむ○たたみ,
蒸,⑥ジョウ,○むす○むれる○むらす,
縄,④なわ,○ジョウ,
壌,,○ジョウ,
嬢,,○ジョウ,
錠,,○ジョウ,
譲,,○ジョウ○ゆずる,
醸,,○ジョウ,◎かもす
色,②ショク②シキ②いろ,,
拭,,○ふく○ぬぐう,◎ショク
食,②ショク②くう②たべる,,◎ジキ◎くらう
植,③ショク③うえる③うわる,,
殖,,○ショク○ふえる○ふやす,
飾,,○ショク○かざる,
触,,○ショク○ふれる○さわる,
嘱,,○ショク,
織,⑤シキ⑤おる,,◎ショク
職,⑤ショク,,
辱,,○ジョク,◎はずかしめる
尻,,○しり,
心,②シン②こころ,,
申,③もうす,○シン,
伸,,○シン○のびる○のばす○のべる,
臣,④シン④ジン,,
芯,,○シン,
身,③シン③み,,
辛,,○シン○からい,
侵,,○シン○おかす,
信,④シン,,
津,,○つ,◎シン
神,③シン③ジン③かみ,○かん,◎こう
唇,,○くちびる,◎シン
娠,,○シン,
振,,○シン○ふる○ふるう○ふれる,
浸,,○シン○ひたす○ひたる,
真,③シン③ま,,
針,⑥シン⑥はり,,
深,③シン③ふかい③ふかまる③ふかめる,,
紳,,○シン,
進,③シン③すすむ③すすめる,,
森,①シン①もり,,
診,,○シン○みる,
寝,,○シン○ねる○ねかす,
慎,,○シン○つつしむ,
新,②シン②あたらしい②あらた②にい,,
審,,○シン,
震,,○シン○ふるう○ふるえる,
薪,,○シン○たきぎ,
親,②シン②おや②したしい②したしむ,,
人,①ジン①ニン①ひと,,
刃,,○は,◎ジン
仁,⑥ジン,○ニ,
尽,,○ジン○つくす○つきる○つかす,
迅,,○ジン,
甚,,○はなはだ○はなはだしい,◎ジン
陣,,○ジン,
尋,,○ジン○たずねる,
腎,,○ジン,
須,,○ス,
図,②ズ②ト,○はかる,
水,①スイ①みず,,
吹,,○スイ○ふく,
垂,⑥スイ⑥たれる⑥たらす,,
炊,,○スイ○たく,
帥,,○スイ,
粋,,○スイ○いき,
衰,,○スイ○おとろえる,
推,⑥スイ,○おす,
酔,,○スイ○よう,
遂,,○スイ○とげる,
睡,,○スイ,
穂,,○ほ,◎スイ
随,,○ズイ,
髄,,○ズイ,
枢,,○スウ,
崇,,○スウ,
数,②スウ②かず②かぞえる,,◎ス
据,,○すえる○すわる,
杉,,○すぎ,
裾,,○すそ,
寸,⑥スン,,
瀬,,○せ,
是,,○ゼ,
井,④い,○ショウ,◎セイ
世,③セイ③セ③よ,,
正,①セイ①ショウ①ただしい①ただす①まさ,,
生,①セイ①ショウ①いきる①いかす①いける①うまれる①うむ①はえる①はやす①なま,○おう○き,
成,④セイ④なる④なす,,◎ジョウ
西,②セイ②サイ②にし,,
声,②セイ②こえ,○こわ,◎ショウ
制,⑤セイ,,
姓,,○セイ○ショウ,
征,,○セイ,
性,⑤セイ,○ショウ,
青,①セイ①あお①あおい,,◎ショウ
斉,,○セイ,
政,⑤セイ,,◎ショウ◎まつりごと
星,②セイ②ほし,○ショウ,
牲,,○セイ,
省,④セイ④ショウ④はぶく,○かえりみる,
凄,,○セイ,
逝,,○セイ,◎ゆく◎いく
清,④セイ④きよい④きよまる④きよめる,,◎ショウ
盛,⑥もる,○セイ○さかる○さかん,◎ジョウ
婿,,○むこ,◎セイ
晴,②セイ②はれる②はらす,,
勢,⑤セイ⑤いきおい,,
聖,⑥セイ,,
誠,⑥セイ,○まこと,
精,⑤セイ,○ショウ,
製,⑤セイ,,
誓,,○セイ○ちかう,
静,④セイ④しず④しずか④しずまる④しずめる,○ジョウ,
請,,○セイ○うける,◎シン◎こう
整,③セイ③ととのえる③ととのう,,
醒,,○セイ,
税,⑤ゼイ,,
夕,①ゆう,○セキ,
斥,,○セキ,
石,①セキ①シャク①いし,○コク,
赤,①セキ①あか①あかい①あからむ①あからめる,,◎シャク
昔,③むかし,○シャク,◎セキ
析,,○セキ,
席,④セキ,,
脊,,○セキ,
隻,,○セキ,
惜,,○セキ○おしい○おしむ,
戚,,○セキ,
責,⑤セキ⑤せめる,,
跡,,○セキ○あと,
積,④セキ④つむ④つもる,,
績,⑤セキ,,
籍,,○セキ,
切,②セツ②きる②きれる,○サイ,
折,④セツ④おる④おり④おれる,,
拙,,○セツ○つたない,
窃,,○セツ,
接,⑤セツ,,◎つぐ
設,⑤セツ⑤もうける,,
雪,②セツ②ゆき,,
摂,,○セツ,
節,④セツ④ふし,,◎セチ
説,④セツ④とく,,◎ゼイ
舌,⑥した,○ゼツ,
絶,⑤ゼツ⑤たえる⑤たやす⑤たつ,,
千,①セン①ち,,
川,①かわ,○セン,
仙,,○セン,
占,,○セン○しめる○うらなう,
先,①セン①さき,,
宣,⑥セン,,
専,⑥セン,○もっぱら,
泉,⑥セン⑥いずみ,,
浅,④あさい,○セン,
洗,⑥セン⑥あらう,,
染,⑥そめる⑥そまる,○セン,◎しみる◎しみ
扇,,○セン○おうぎ,
栓,,○セン,
旋,,○セン,
船,②セン②ふね②ふな,,
戦,④セン④たたかう,○いくさ,
煎,,○セン○いる,
羨,,○うらやむ○うらやましい,◎セン
腺,,○セン,
詮,,○セン,
践,,○セン,
箋,,○セン,
銭,⑥セン,○ぜに,
潜,,○セン○ひそむ○もぐる,
線,②セン,,
遷,,○セン,
選,④セン④えらぶ,,
薦,,○セン○すすめる,
繊,,○セン,
鮮,,○セン○あざやか,
全,③ゼン③まったく③すべて,,
前,②ゼン②まえ,,
善,⑥ゼン⑥よい,,
然,④ゼン④ネン,,
禅,,○ゼン,
漸,,○ゼン,
膳,,○ゼン,
繕,,○ゼン○つくろう,
狙,,○ソ○ねらう,
阻,,○ソ,◎はばむ
祖,⑤ソ,,
租,,○ソ,
素,⑤ソ,○ス,
措,,○ソ,
粗,,○ソ○あらい,
組,②ソ②くむ②くみ,,
疎,,○ソ,◎うとい◎うとむ
訴,,○ソ○うったえる,
塑,,○ソ,
遡,,○さかのぼる,◎ソ
礎,,○ソ,◎いしずえ
双,,○ソウ○ふた,
壮,,○ソウ,
早,①ソウ①はやい①はやまる①はやめる,○サッ,
争,④ソウ④あらそう,,
走,②ソウ②はしる,,
奏,⑥ソウ,,◎かなでる
相,③ソウ③あい,○ショウ,
荘,,○ソウ,
草,①ソウ①くさ,,
送,③ソウ③おくる,,
倉,④ソウ④くら,,
捜,,○ソウ○さがす,
挿,,○ソウ○さす,
桑,,○くわ,◎ソウ
巣,④す,,◎ソウ
掃,,○ソウ○はく,
曹,,○ソウ,
曽,,○ソウ○ゾ,
爽,,○ソウ○さわやか,
窓,⑥ソウ⑥まど,,
創,⑥ソウ⑥つくる,,
喪,,○ソウ○も,
痩,,○やせる,◎ソウ
葬,,○ソウ,◎ほうむる
装,⑥ソウ,○ショウ,◎よそおう
僧,,○ソウ,
想,③ソウ,,◎ソ
層,⑥ソウ,,
総,⑤ソウ,,
遭,,○ソウ○あう,
槽,,○ソウ,
踪,,○ソウ,
操,⑥ソウ,○あやつる,◎みさお
燥,,○ソウ,
霜,,○しも,◎ソウ
騒,,○ソウ○さわぐ,
藻,,○ソウ○も,
造,⑤ゾウ⑤つくる,,
像,⑤ゾウ,,
増,⑤ゾウ⑤ます⑤ふえる⑤ふやす,,
憎,,○ゾウ○にくむ○にくい○にくらしい○にくしみ,
蔵,⑥ゾウ,○くら,
贈,,○ゾウ○ソウ○おくる,
臓,⑥ゾウ,,
即,,○ソク,
束,④ソク④たば,,
足,①ソク①あし①たりる①たる①たす,,
促,,○ソク○うながす,
則,⑤ソク,,
息,③ソク③いき,,
捉,,○ソク○とらえる,
速,③ソク③はやい③はやめる③はやまる,○すみやか,
側,④ソク④がわ,,
測,⑤ソク⑤はかる,,
俗,,○ゾク,
族,③ゾク,,
属,⑤ゾク,,
賊,,○ゾク,
続,④ゾク④つづく④つづける,,
卒,④ソツ,,
率,⑤リツ⑤ひきいる,○ソツ,
存,⑥ソン⑥ゾン,,
村,①ソン①むら,,
孫,④ソン④まご,,
尊,⑥ソン⑥たっとい⑥とうとい⑥たっとぶ⑥とうとぶ,,
損,⑤ソン,○そこなう○そこねる,
遜,,○ソン,
他,③タ③ほか,,
多,②タ②おおい,,
汰,,○タ,
打,③ダ③うつ,,
妥,,○ダ,
唾,,○ダ○つば,
堕,,○ダ,
惰,,○ダ,
駄,,○ダ,
太,②タイ②タ②ふとい②ふとる,,
対,③タイ,○ツイ,
体,②タイ②からだ,○テイ,
耐,,○タイ○たえる,
待,③タイ③まつ,,
怠,,○タイ○おこたる○なまける,
胎,,○タイ,
退,⑥タイ⑥しりぞく⑥しりぞける,,
帯,④タイ④おびる④おび,,
泰,,○タイ,
堆,,○タイ,
袋,,○ふくろ,◎タイ
逮,,○タイ,
替,,○タイ○かえる○かわる,
貸,⑤かす,○タイ,
隊,④タイ,,
滞,,○タイ○とどこおる,
態,⑤タイ,,
戴,,○タイ,
大,①ダイ①タイ①おお①おおきい①おおいに,,
代,③ダイ③タイ③かわる③かえる③よ,○しろ,
台,②ダイ②タイ,,
第,③ダイ,,
題,③ダイ,,
滝,,○たき,
宅,⑥タク,,
択,,○タク,
沢,,○タク○さわ,
卓,,○タク,
拓,,○タク,
託,,○タク,
濯,,○タク,
諾,,○ダク,
濁,,○ダク○にごる○にごす,
但,,○ただし,
達,④タツ,,
脱,,○ダツ○ぬぐ○ぬげる,
奪,,○ダツ○うばう,
棚,,○たな,
誰,,○だれ,
丹,,○タン,
旦,,○タン○ダン,
担,⑥タン,,◎かつぐ◎になう
単,④タン,,
炭,③タン③すみ,,
胆,,○タン,
探,⑥タン⑥さがす,○さぐる,
淡,,○タン○あわい,
短,③タン③みじかい,,
嘆,,○タン○なげく○なげかわしい,
端,,○タン○はし○はた,◎は
綻,,○タン○ほころびる,
誕,⑥タン,,
鍛,,○タン○きたえる,
団,⑤ダン,,◎トン
男,①ダン①ナン①おとこ,,
段,⑥ダン,,
断,⑤ダン⑤ことわる,○たつ,
弾,,○ダン○ひく○はずむ○たま,
暖,⑥ダン⑥あたたか⑥あたたかい⑥あたたまる⑥あたためる,,
談,③ダン,,
壇,,○ダン,◎タン
地,②チ②ジ,,
池,②チ②いけ,,
知,②チ②しる,,
値,⑥チ⑥ね,○あたい,
恥,,○チ○はじる○はじ○はじらう○はずかしい,
致,,○チ○いたす,
遅,,○チ○おくれる○おくらす○おそい,
痴,,○チ,
稚,,○チ,
置,④チ④おく,,
緻,,○チ,
竹,①チク①たけ,,
畜,,○チク,
逐,,○チク,
蓄,,○チク○たくわえる,
築,⑤チク⑤きずく,,
秩,,○チツ,
窒,,○チツ,
茶,②チャ,○サ,
着,③チャク③きる③きせる③つく③つける,,◎ジャク
嫡,,○チャク,
中,①チュウ①ジュウ①なか,,
仲,④なか,○チュウ,
虫,①チュウ①むし,,
沖,④おき,,◎チュウ
宙,⑥チュウ,,
忠,⑥チュウ,,
抽,,○チュウ,
注,③チュウ③そそぐ,,
昼,②チュウ②ひる,,
柱,③チュウ③はしら,,
衷,,○チュウ,
酎,,○チュウ,
鋳,,○チュウ○いる,
駐,,○チュウ,
著,⑥チョ,○あらわす○いちじるしい,
貯,⑤チョ,,
丁,③チョウ,○テイ,
弔,,○チョウ○とむらう,
庁,⑥チョウ,,
兆,④チョウ,,◎きざす◎きざし
町,①チョウ①まち,,
長,②チョウ②ながい,,
挑,,○チョウ○いどむ,
帳,③チョウ,,
張,⑤チョウ⑤はる,,
彫,,○チョウ○ほる,
眺,,○チョウ○ながめる,
釣,,○つる,◎チョウ
頂,⑥チョウ⑥いただく⑥いただき,,
鳥,②チョウ②とり,,
朝,②チョウ②あさ,,
貼,,○チョウ○はる,
超,,○チョウ○こえる○こす,
腸,⑥チョウ,,
跳,,○チョウ○はねる○とぶ,
徴,,○チョウ,
嘲,,○チョウ○あざける,
潮,⑥チョウ⑥しお,,
澄,,○すむ○すます,◎チョウ
調,③チョウ③しらべる,○ととのう○ととのえる,
聴,,○チョウ○きく,
懲,,○チョウ○こりる○こらす○こらしめる,
直,②チョク②ジキ②ただちに②なおす②なおる,,
勅,,○チョク,
捗,,○チョク,
沈,,○チン○しずむ○しずめる,
珍,,○チン○めずらしい,
朕,,○チン,
陳,,○チン,
賃,⑥チン,,
鎮,,○チン,◎しずめる◎しずまる
追,③ツイ③おう,,
椎,,○ツイ,
墜,,○ツイ,
通,②ツウ②とおる②とおす②かよう,,◎ツ
痛,⑥ツウ⑥いたい⑥いたむ⑥いためる,,
塚,,○つか,
漬,,○つける○つかる,
坪,,○つぼ,
爪,,○つめ○つま,
鶴,,○つる,
低,④テイ④ひくい④ひくめる④ひくまる,,
呈,,○テイ,
廷,,○テイ,
弟,②ダイ②おとうと,○テイ○デ,
定,③テイ③ジョウ③さだめる③さだまる,,◎さだか
底,④テイ④そこ,,
抵,,○テイ,
邸,,○テイ,
亭,,○テイ,
貞,,○テイ,
帝,,○テイ,
訂,,○テイ,
庭,③テイ③にわ,,
逓,,○テイ,
停,⑤テイ,,
偵,,○テイ,
堤,,○テイ○つつみ,
提,⑤テイ,○さげる,
程,⑤テイ,○ほど,
艇,,○テイ,
締,,○テイ○しまる○しめる,
諦,,○テイ○あきらめる,
泥,,○どろ,◎デイ
的,④テキ④まと,,
笛,③テキ③ふえ,,
摘,,○テキ○つむ,
滴,,○テキ○しずく,◎したたる
適,⑤テキ,,
敵,⑥テキ,○かたき,
溺,,○デキ○おぼれる,
迭,,○テツ,
哲,,○テツ,
鉄,③テツ,,
徹,,○テツ,
撤,,○テツ,
天,①テン①あま,,◎あめ
典,④テン,,
店,②テン②みせ,,
点,②テン,,
展,⑥テン,,
添,,○テン○そえる○そう,
転,③テン③ころがる③ころげる③ころがす③ころぶ,,
塡,,○テン,
田,①デン①た,,
伝,④デン④つたわる④つたえる④つたう,,
殿,,○デン○テン○との○どの,
電,②デン,,
斗,,○ト,
吐,,○ト○はく,
妬,,○ト○ねたむ,
徒,④ト,,
途,,○ト,
都,③ト③ツ③みやこ,,
渡,,○ト○わたる○わたす,
塗,,○ト○ぬる,
賭,,○かける,◎ト
土,①ド①ト①つち,,
奴,,○ド,
努,④ド④つとめる,,
度,③ド,○タク○たび,◎ト
怒,,○ド○いかる○おこる,
刀,②トウ②かたな,,
冬,②トウ②ふゆ,,
灯,④トウ,,◎ひ
当,②トウ②あたる②あてる,,
投,③トウ③なげる,,
豆,③トウ③ズ③まめ,,
東,②トウ②ひがし,,
到,,○トウ,
逃,,○トウ○にげる○にがす○のがす○のがれる,
倒,,○トウ○たおれる○たおす,
凍,,○トウ○こおる○こごえる,
唐,,○トウ○から,
島,③トウ③しま,,
桃,,○トウ○もも,
討,⑥トウ,○うつ,
透,,○トウ○すく○すかす○すける,
党,⑥トウ,,
悼,,○トウ,◎いたむ
盗,,○トウ○ぬすむ,
陶,,○トウ,
塔,,○トウ,
搭,,○トウ,
棟,,○トウ○むね,◎むな
湯,③トウ③ゆ,,
痘,,○トウ,
登,③トウ③ト③のぼる,,
答,②トウ②こたえる②こたえ,,
等,③トウ③ひとしい,,
筒,,○トウ○つつ,
統,⑤トウ,,◎すべる
稲,,○トウ○いね○いな,
踏,,○トウ○ふむ○ふまえる,
糖,⑥トウ,,
頭,②トウ②ズ②あたま,○かしら,◎ト
謄,,○トウ,
藤,,○トウ○ふじ,
闘,,○トウ○たたかう,
騰,,○トウ,
同,②ドウ②おなじ,,
洞,,○ドウ○ほら,
胴,,○ドウ,
動,③ドウ③うごく③うごかす,,
堂,⑤ドウ,,
童,③ドウ,○わらべ,
道,②ドウ②みち,,◎トウ
働,④ドウ④はたらく,,
銅,⑤ドウ,,
導,⑤ドウ⑤みちびく,,
瞳,,○ドウ○ひとみ,
峠,,○とうげ,
匿,,○トク,
特,④トク,,
得,④トク④える,○うる,
督,,○トク,
徳,⑤トク,,
篤,,○トク,
毒,⑤ドク,,
独,⑤ドク⑤ひとり,,
読,②ドク②トク②トウ②よむ,,
栃,④とち,,
凸,,○トツ,
突,,○トツ○つく,
届,⑥とどける⑥とどく,,
屯,,○トン,
豚,,○トン○ぶた,
頓,,○トン,
貪,,○ドン○むさぼる,
鈍,,○ドン○にぶい○にぶる,
曇,,○ドン○くもる,
丼,,○どんぶり○どん,
那,,○ナ,
奈,④ナ,,
内,②ナイ②うち,○ダイ,
梨,④なし,,
謎,,○なぞ,
鍋,,○なべ,
南,②ナン②みなみ,,◎ナ
軟,,○ナン○やわらか○やわらかい,
難,⑥ナン⑥むずかしい,,◎かたい
二,①ニ①ふた①ふたつ,,
尼,,○あま,◎ニ
弐,,○ニ,
匂,,○におう,
肉,②ニク,,
虹,,○にじ,
日,①ニチ①ジツ①ひ①か,,
入,①ニュウ①いる①いれる①はいる,,
乳,⑥ニュウ⑥ちち,○ち,
尿,,○ニョウ,
任,⑤ニン⑤まかせる⑤まかす,,
妊,,○ニン,
忍,,○ニン○しのぶ○しのばせる,
認,⑥みとめる,○ニン,
寧,,○ネイ,
熱,④ネツ④あつい,,
年,①ネン①とし,,
念,④ネン,,
捻,,○ネン,
粘,,○ネン○ねばる,
燃,⑤ネン⑤もえる⑤もやす⑤もす,,
悩,,○ノウ○なやむ○なやます,
納,⑥ノウ⑥おさめる⑥おさまる,○ナッ○トウ,◎ナ◎ナン
能,⑤ノウ,,
脳,⑥ノウ,,
農,③ノウ,,
濃,,○ノウ○こい,
把,,○ハ,
波,③ハ③なみ,,
派,⑥ハ,,
破,⑤ハ⑤やぶる⑤やぶれる,,
覇,,○ハ,
馬,②バ②うま②ま,,
婆,,○バ,
罵,,○バ○ののしる,
拝,⑥ハイ⑥おがむ,,
杯,,○ハイ○さかずき,
背,⑥ハイ⑥せ⑥せい,○そむく○そむける,
肺,⑥ハイ,,
俳,⑥ハイ,,
配,③ハイ③くばる,,
排,,○ハイ,
敗,④ハイ④やぶれる,,
廃,,○ハイ○すたれる○すたる,
輩,,○ハイ,
売,②バイ②うる②うれる,,
倍,③バイ,,
梅,④バイ④うめ,,
培,,○バイ,◎つちかう
陪,,○バイ,
媒,,○バイ,
買,②バイ②かう,,
賠,,○バイ,
白,①ハク①しろ①しら①しろい,,◎ビャク
伯,,○ハク,
拍,,○ハク○ヒョウ,
泊,,○ハク○とまる○とめる,
迫,,○ハク○せまる,
剝,,○ハク○はがす○はぐ○はがれる○はげる,
舶,,○ハク,
博,④ハク,,◎バク
薄,,○ハク○うすい○うすめる○うすまる○うすらぐ○うすれる,
麦,②むぎ,○バク,
漠,,○バク,
縛,,○バク○しばる,
爆,,○バク,
箱,③はこ,,
箸,,○はし,
畑,③はた③はたけ,,
肌,,○はだ,
八,①ハチ①や①やつ①やっつ①よう,,
鉢,,○ハチ,◎ハツ
発,③ハツ,○ホツ,
髪,,○ハツ○かみ,
伐,,○バツ,
抜,,○バツ○ぬく○ぬける○ぬかす○ぬかる,
罰,,○バツ○バチ,
閥,,○バツ,
反,③ハン③そる③そらす,○タン,◎ホン
半,②ハン②なかば,,
氾,,○ハン,
犯,⑤ハン,○おかす,
帆,,○ハン○ほ,
汎,,○ハン,
伴,,○ハン○バン○ともなう,
判,⑤ハン⑤バン,,
坂,③さか,,◎ハン
阪,④,○ハン,
板,③ハン③バン③いた,,
版,⑤ハン,,
班,⑥ハン,,
畔,,○ハン,
般,,○ハン,
販,,○ハン,
斑,,○ハン,
飯,④ハン④めし,,
搬,,○ハン,
煩,,○ハン○わずらう○わずらわす,◎ボン
頒,,○ハン,
範,,○ハン,
繁,,○ハン,
藩,,○ハン,
晩,⑥バン,,
番,②バン,,
蛮,,○バン,
盤,,○バン,
比,⑤ヒ⑤くらべる,,
皮,③ヒ③かわ,,
妃,,○ヒ,
否,⑥ヒ,,◎いな
批,⑥ヒ,,
彼,,○ヒ○かれ○かの,
披,,○ヒ,
肥,⑤ヒ⑤こえる⑤こえ⑤こやす⑤こやし,,
非,⑤ヒ,,
卑,,○ヒ,◎いやしい◎いやしむ◎いやしめる
飛,④ヒ④とぶ④とばす,,
疲,,○ヒ○つかれる,
秘,⑥ヒ,○ひめる,
被,,○ヒ○こうむる,
悲,③ヒ③かなしい③かなしむ,,
扉,,○とびら,◎ヒ
費,⑤ヒ,○ついやす○ついえる,
碑,,○ヒ,
罷,,○ヒ,
避,,○ヒ○さける,
尾,,○ビ○お,
眉,,○ミ○まゆ,◎ビ
美,③ビ③うつくしい,,
備,⑤ビ⑤そなえる⑤そなわる,,
微,,○ビ,
鼻,③はな,○ビ,
膝,,○ひざ,
肘,,○ひじ,
匹,,○ヒツ○ひき,
必,④ヒツ④かならず,,
泌,,○ヒツ,◎ヒ
筆,③ヒツ③ふで,,
姫,,○ひめ,
百,①ヒャク,,
氷,③ヒョウ③こおり,,◎ひ
表,③ヒョウ③おもて③あらわす③あらわれる,,
俵,⑤ヒョウ⑤たわら,,
票,④ヒョウ,,
評,⑤ヒョウ,,
漂,,○ヒョウ○ただよう,
標,④ヒョウ,,
苗,,○なえ○なわ,◎ビョウ
秒,③ビョウ,,
病,③ビョウ③やまい,○やむ,◎ヘイ
描,,○ビョウ○えがく○かく,
猫,,○ねこ,◎ビョウ
品,③ヒン③しな,,
浜,,○ヒン○はま,
貧,⑤ビン⑤まずしい,○ヒン,
賓,,○ヒン,
頻,,○ヒン,
敏,,○ビン,
瓶,,○ビン,
不,④フ④ブ,,
夫,④フ④おっと,○フウ,
父,②フ②ちち,,
付,④フ④つける④つく,,
布,⑤フ⑤ぬの,,
扶,,○フ,
府,④フ,,
怖,,○フ○こわい,
阜,④フ,,
附,,○フ,
訃,,○フ,
負,③フ③まける③まかす③おう,,
赴,,○フ○おもむく,
浮,,○フ○うく○うかれる○うかぶ○うかべる,
婦,⑤フ,,
符,,○フ,
富,④フ④とむ④とみ,,◎フウ
普,,○フ,
腐,,○フ○くさる○くされる○くさらす,
敷,,○しく,◎フ
膚,,○フ,
賦,,○フ,
譜,,○フ,
侮,,○ブ,◎あなどる
武,⑤ブ⑤ム,,
部,③ブ,,
舞,,○ブ○まう○まい,
封,,○フウ○ホウ,
風,②フウ②かぜ②かざ,,◎フ
伏,,○フク○ふせる○ふす,
服,③フク,,
副,④フク,,
幅,,○フク○はば,
復,⑤フク,,
福,③フク,,
腹,⑥フク⑥はら,,
複,⑤フク,,
覆,,○フク○おおう,◎くつがえす◎くつがえる
払,,○はらう,◎フツ
沸,,○フツ○わく○わかす,
仏,⑤ブツ⑤ほとけ,,
物,③ブツ③モツ③もの,,
粉,④フン④こ④こな,,
紛,,○フン○まぎれる○まぎらす○まぎらわす○まぎらわしい,
雰,,○フン,
噴,,○フン○ふく,
墳,,○フン,
憤,,○フン,◎いきどおる
奮,⑥フン⑥ふるう,,
分,②ブン②フン②ブ②わける②わかれる②わかる②わかつ,,
文,①ブン①モン,○ふみ,
聞,②ブン②きく②きこえる,,◎モン
丙,,○ヘイ,
平,③ヘイ③ビョウ③たいら③ひら,,
兵,④ヘイ④ヒョウ,,
併,,○ヘイ○あわせる,
並,⑥なみ⑥ならべる⑥ならぶ⑥ならびに,○ヘイ,
柄,,○がら○え,◎ヘイ
陛,⑥ヘイ,,
閉,⑥ヘイ⑥とじる⑥しめる⑥しまる,○とざす,
塀,,○ヘイ,
幣,,○ヘイ,
弊,,○ヘイ,
蔽,,○ヘイ,
餅,,○ヘイ○もち,
米,②ベイ②マイ②こめ,,
壁,,○ヘキ○かべ,
璧,,○ヘキ,
癖,,○ヘキ○くせ,
別,④ベツ④わかれる,,
蔑,,○ベツ○さげすむ,
片,⑥かた,○ヘン,
辺,④ヘン④あたり④ベ,,
返,③ヘン③かえす③かえる,,
変,④ヘン④かわる④かえる,,
偏,,○ヘン○かたよる,
遍,,○ヘン,
編,⑤ヘン⑤あむ,,
弁,⑤ベン,,
便,④ベン④ビン④たより,,
勉,③ベン,,
歩,②ホ②あるく②あゆむ,○ブ,◎フ
保,⑤ホ⑤たもつ,,
哺,,○ホ,
捕,,○ホ○とらえる○とらわれる○とる○つかまえる○つかまる,
補,⑥ホ⑥おぎなう,,
舗,,○ホ,
母,②ボ②はは,,
募,,○ボ○つのる,
墓,⑤ボ⑤はか,,
慕,,○ボ○したう,
暮,⑥くれる⑥くらす,○ボ,
簿,,○ボ,
方,②ホウ②かた,,
包,④ホウ④つつむ,,
芳,,○ホウ,◎かんばしい
邦,,○ホウ,
奉,,○ホウ○ブ,◎たてまつる
宝,⑥ホウ⑥たから,,
抱,,○ホウ○だく○いだく○かかえる,
放,③ホウ③はなす③はなつ③はなれる③ほうる,,
法,④ホウ,,◎ハッ◎ホッ
泡,,○ホウ○あわ,
胞,,○ホウ,
俸,,○ホウ,
倣,,○ホウ,◎ならう
峰,,○ホウ○みね,
砲,,○ホウ,
崩,,○ホウ○くずれる○くずす,
訪,⑥ホウ⑥たずねる,○おとずれる,
報,⑤ホウ,○むくいる,
蜂,,○ホウ○はち,
豊,⑤ホウ⑤ゆたか,,
飽,,○ホウ○あきる○あかす,
褒,,○ほめる,◎ホウ
縫,,○ホウ○ぬう,
亡,⑥ボウ,,◎モウ◎ない
乏,,○ボウ○とぼしい,
忙,,○ボウ○いそがしい,
坊,,○ボウ○ボッ,
妨,,○ボウ○さまたげる,
忘,⑥わすれる,○ボウ,
防,⑤ボウ⑤ふせぐ,,
房,,○ボウ○ふさ,
肪,,○ボウ,
某,,○ボウ,
冒,,○ボウ○おかす,
剖,,○ボウ,
紡,,○ボウ,◎つむぐ
望,④ボウ④のぞむ,○モウ,
傍,,○ボウ,◎かたわら
帽,,○ボウ,
棒,⑥ボウ,,
貿,⑤ボウ,,
貌,,○ボウ,
